,supplier,tariff_name,supply_region,plan_type,discount,duration,standing_charge,el_pso_levy,day_unit,peak_unit,night_unit,ev_unit,ev_overage_unit,ev_kwh_limit,fit_unit,extra,cash_bonus,update_date,gas_discount,gas_standing_charge,gas_unit_rate,gas_carbon_tax
157,SSE Airtricity,NS-24h Standard meter Top discount,rural,24h,0.3500,12 months,302.485900,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-06-24,,,,
168,SSE Airtricity,NS-24h Standard meter Top discount,urban dual,24h,0.3500,12 months,240.977200,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
169,SSE Airtricity,NS-24h Standard meter Top discount,rural dual,24h,0.3500,12 months,302.485900,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
158,SSE Airtricity,NS-24h Standard meter Top discount + Welcome Credit,urban,24h,0.3000,12 months,240.977200,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-06-24,,,,
159,SSE Airtricity,NS-24h Standard meter Top discount + Welcome Credit,rural,24h,0.3000,12 months,302.485900,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-06-24,,,,
172,SSE Airtricity,NS-24h Standard meter Top discount + Welcome Credit,urban dual,24h,0.3000,12 months,240.977200,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
173,SSE Airtricity,NS-24h Standard meter Top discount + Welcome Credit,rural dual,24h,0.3000,12 months,302.485900,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
36,FloGas,NS-DN 30% Discount Single Electricity,urban,day/night,0.3000,12 months,331.327300,42.248400,28.8642900000,28.8642900000,13.9857900000,,,,18.5000,[],0.000000,2025-06-10,,,,
37,FloGas,NS-DN 30% Discount Single Electricity,rural,day/night,0.3000,12 months,422.233300,42.248400,28.8642900000,28.8642900000,13.9857900000,,,,18.5000,[],0.000000,2025-06-10,,,,
32,FloGas,NS-DN Dual Fuel 30% Discount,urban dual,day/night,0.3000,12 months,331.327300,42.248400,28.8642900000,28.8642900000,13.9857900000,,,,18.5000,[],60.004500,2025-06-10,0.3000,151.193900,7.8665300000,1.251320
33,FloGas,NS-DN Dual Fuel 30% Discount,rural dual,day/night,0.3000,12 months,422.233300,42.248400,28.8642900000,28.8642900000,13.9857900000,,,,18.5000,[],60.004500,2025-06-10,0.3000,151.193900,7.8665300000,1.251320
60,Energia,NS-DN Electricity Day Night,urban,day/night,0.2900,12 months,296.403700,42.248400,29.6403700000,29.6403700000,14.2165430000,,,,20.0000,[],0.000000,2025-08-07,,,,
61,Energia,NS-DN Electricity Day Night,rural,day/night,0.2900,12 months,377.063700,42.248400,29.6403700000,29.6403700000,14.2165430000,,,,20.0000,[],0.000000,2025-08-07,,,,
18,Bord Gais,NS-DN Electricity Discount,urban,day/night,0.3200,12 months,356.026700,42.248400,26.7943800000,26.7943800000,13.2600680000,,,,18.5000,[],0.000000,2025-04-09,,,,
19,Bord Gais,NS-DN Electricity Discount,rural,day/night,0.3200,12 months,356.026700,42.248400,27.3132200000,27.3132200000,13.4972520000,,,,18.5000,[],0.000000,2025-04-09,,,,
40,FloGas,NS-DN Electricity Standard Rate,urban,day/night,0.0000,No contract,331.327300,42.248400,41.2347000000,41.2347000000,19.9797000000,,,,18.5000,[],0.000000,2025-06-10,,,,
41,FloGas,NS-DN Electricity Standard Rate,rural,day/night,0.0000,No contract,422.233300,42.248400,41.2347000000,41.2347000000,19.9797000000,,,,18.5000,[],0.000000,2025-06-10,,,,
134,Electric Ireland,NS-DN Energysaver 30%,urban,day/night,0.2600,12 months,328.580500,42.248400,27.4566640000,27.4566640000,13.5428140000,,,,19.5000,[],0.000000,2025-04-02,,,,
135,Electric Ireland,NS-DN Energysaver 30%,rural,day/night,0.2600,12 months,400.476900,42.248400,27.4566640000,27.4566640000,13.5428140000,,,,19.5000,[],0.000000,2025-04-02,,,,
152,Electric Ireland,NS-DN EnergySaver Dual NightSaver 28%,urban dual,day/night,0.2800,12 months,328.580500,42.248400,26.7145920000,26.7145920000,13.1767920000,,,,19.5000,[],49.998300,2025-04-02,0.2800,155.957200,8.3816640000,1.251320
153,Electric Ireland,NS-DN EnergySaver Dual NightSaver 28%,rural dual,day/night,0.2800,12 months,400.476900,42.248400,26.7145920000,26.7145920000,13.1767920000,,,,19.5000,[],49.998300,2025-04-02,0.2800,155.957200,8.3816640000,1.251320
136,Electric Ireland,NS-DN Green Electricity NightSaver,urban,day/night,0.0550,12 months,328.580500,42.248400,35.2689120000,35.2689120000,17.4902490000,,,,19.5000,[],0.000000,2025-04-02,,,,
137,Electric Ireland,NS-DN Green Electricity NightSaver,rural,day/night,0.0550,12 months,400.476900,42.248400,35.2689120000,35.2689120000,17.4902490000,,,,19.5000,[],0.000000,2025-04-02,,,,
154,Electric Ireland,NS-DN Green Electricity NightSaver & Gas,urban dual,day/night,0.0850,12 months,328.580500,42.248400,34.1492640000,34.1492640000,16.9350030000,,,,19.5000,[],0.000000,2025-04-02,0.0850,155.957200,10.6516980000,1.251320
155,Electric Ireland,NS-DN Green Electricity NightSaver & Gas,rural dual,day/night,0.0850,12 months,400.476900,42.248400,34.1492640000,34.1492640000,16.9350030000,,,,19.5000,[],0.000000,2025-04-02,0.0850,155.957200,10.6516980000,1.251320
166,SSE Airtricity,NS-DN Standard meter Fixed Rate,urban,day/night,0.0000,12 months,309.570900,42.248400,32.1986000000,32.1986000000,19.9797000000,,,,19.5000,[],0.000000,2025-06-24,,,,
167,SSE Airtricity,NS-DN Standard meter Fixed Rate,rural,day/night,0.0000,12 months,376.998300,42.248400,32.1986000000,32.1986000000,19.9797000000,,,,19.5000,[],0.000000,2025-06-24,,,,
178,SSE Airtricity,NS-DN Standard meter Fixed Rate,urban dual,day/night,0.0000,12 months,309.570900,42.248400,32.1986000000,32.1986000000,19.9797000000,,,,19.5000,[],0.000000,2025-07-31,0.0000,152.294800,9.5920000000,1.251320
179,SSE Airtricity,NS-DN Standard meter Fixed Rate,rural dual,day/night,0.0000,12 months,376.998300,42.248400,32.1986000000,32.1986000000,19.9797000000,,,,19.5000,[],0.000000,2025-07-31,0.0000,152.294800,9.5920000000,1.251320
160,SSE Airtricity,NS-DN Standard meter Top discount,urban,day/night,0.3500,12 months,309.570900,42.248400,24.9392000000,24.9392000000,15.4736400000,,,,19.5000,[],0.000000,2025-06-24,,,,
161,SSE Airtricity,NS-DN Standard meter Top discount,rural,day/night,0.3500,12 months,376.998300,42.248400,24.9392000000,24.9392000000,15.4736400000,,,,19.5000,[],0.000000,2025-06-24,,,,
170,SSE Airtricity,NS-DN Standard meter Top discount,urban dual,day/night,0.3500,12 months,309.570900,42.248400,24.9392000000,24.9392000000,15.4736400000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
171,SSE Airtricity,NS-DN Standard meter Top discount,rural dual,day/night,0.3500,12 months,376.998300,42.248400,24.9392000000,24.9392000000,15.4736400000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
162,SSE Airtricity,NS-DN Standard meter Top discount + Welcome Credit,urban,day/night,0.3000,12 months,309.570900,42.248400,26.8576000000,26.8576000000,16.6639200000,,,,19.5000,[],125.001200,2025-06-24,,,,
163,SSE Airtricity,NS-DN Standard meter Top discount + Welcome Credit,rural,day/night,0.3000,12 months,376.998300,42.248400,26.8576000000,26.8576000000,16.6639200000,,,,19.5000,[],125.001200,2025-06-24,,,,
174,SSE Airtricity,NS-DN Standard meter Top discount + Welcome Credit,urban dual,day/night,0.3000,12 months,309.570900,42.248400,26.8576000000,26.8576000000,16.6639200000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
175,SSE Airtricity,NS-DN Standard meter Top discount + Welcome Credit,rural dual,day/night,0.3000,12 months,376.998300,42.248400,26.8576000000,26.8576000000,16.6639200000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
46,Energia,Smart 24 Hour,urban,smart,0.3000,12 months,236.617200,42.248400,25.0874400000,25.0874400000,25.0874400000,,,,20.0000,[],0.000000,2025-08-07,,,,
47,Energia,Smart 24 Hour,rural,smart,0.3000,12 months,300.905400,42.248400,25.0874400000,25.0874400000,25.0874400000,,,,20.0000,[],0.000000,2025-08-07,,,,
70,Energia,Smart 24 Hour Dual,urban dual,smart,0.2600,12 months,236.617200,42.248400,26.5210080000,26.5210080000,26.5210080000,,,,20.0000,[],0.000000,2025-08-07,0.2600,141.601900,8.3321780000,1.251320
71,Energia,Smart 24 Hour Dual,rural dual,smart,0.2600,12 months,300.905400,42.248400,26.5210080000,26.5210080000,26.5210080000,,,,20.0000,[],0.000000,2025-08-07,0.2600,141.601900,8.3321780000,1.251320
12,Bord Gais,Smart All Day Dual Fuel,urban dual,smart,0.3000,12 months,218.545000,42.248400,25.6520600000,25.6520600000,25.6520600000,,,,18.5000,[],0.000000,2025-04-09,0.2900,131.693800,7.9324750000,1.251320
13,Bord Gais,Smart All Day Dual Fuel,rural dual,smart,0.3000,12 months,274.342100,42.248400,25.7283600000,25.7283600000,25.7283600000,,,,18.5000,[],0.000000,2025-04-09,0.2900,131.693800,7.9324750000,1.251320
0,Bord Gais,Smart All Day Electricity,urban,smart,0.3200,12 months,218.545000,42.248400,24.9191440000,24.9191440000,24.9191440000,,,,18.5000,[],0.000000,2025-04-09,,,,
1,Bord Gais,Smart All Day Electricity,rural,smart,0.3200,12 months,274.342100,42.248400,24.9932640000,24.9932640000,24.9932640000,,,,18.5000,[],0.000000,2025-04-09,,,,
52,Energia,Smart Data,urban,smart,0.3100,12 months,236.617200,42.248400,25.9549710000,27.2034570000,13.8988080000,,,,20.0000,[],0.000000,2025-08-07,,,,
53,Energia,Smart Data,rural,smart,0.3100,12 months,300.905400,42.248400,25.9549710000,27.2034570000,13.8988080000,,,,20.0000,[],0.000000,2025-08-07,,,,
68,Energia,Smart Data Dual,urban dual,smart,0.2600,12 months,236.617200,42.248400,27.8357660000,29.1747220000,14.9059680000,,,,20.0000,[],0.000000,2025-08-07,0.2600,141.601900,8.3321780000,1.251320
69,Energia,Smart Data Dual,rural dual,smart,0.2600,12 months,300.905400,42.248400,27.8357660000,29.1747220000,14.9059680000,,,,20.0000,[],0.000000,2025-08-07,0.2600,141.601900,8.3321780000,1.251320
102,SSE Airtricity,Smart Day / Night / Peak - Fixed Rate,urban,smart,0.0000,12 months,240.977200,42.248400,33.2014000000,40.1011000000,20.9607000000,,,,19.5000,[],0.000000,2025-07-31,,,,
103,SSE Airtricity,Smart Day / Night / Peak - Fixed Rate,rural,smart,0.0000,12 months,302.485900,42.248400,33.2014000000,40.1011000000,20.9607000000,,,,19.5000,[],0.000000,2025-07-31,,,,
116,SSE Airtricity,Smart Day / Night / Peak - Fixed Rate,urban dual,smart,0.0000,12 months,240.977200,42.248400,33.2014000000,40.1011000000,20.9607000000,,,,19.5000,[],0.000000,2025-07-31,0.0000,152.294800,9.5920000000,1.251320
117,SSE Airtricity,Smart Day / Night / Peak - Fixed Rate,rural dual,smart,0.0000,12 months,302.485900,42.248400,33.2014000000,40.1011000000,20.9607000000,,,,19.5000,[],0.000000,2025-07-31,0.0000,152.294800,9.5920000000,1.251320
98,SSE Airtricity,Smart Day / Night / Peak - Top Discount,urban,smart,0.3500,12 months,240.977200,42.248400,25.7185500000,31.0606400000,16.2317350000,,,,19.5000,[],0.000000,2025-07-31,,,,
99,SSE Airtricity,Smart Day / Night / Peak - Top Discount,rural,smart,0.3500,12 months,302.485900,42.248400,25.7185500000,31.0606400000,16.2317350000,,,,19.5000,[],0.000000,2025-07-31,,,,
112,SSE Airtricity,Smart Day / Night / Peak - Top Discount,urban dual,smart,0.3500,12 months,240.977200,42.248400,25.7185500000,31.0606400000,16.2317350000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
113,SSE Airtricity,Smart Day / Night / Peak - Top Discount,rural dual,smart,0.3500,12 months,302.485900,42.248400,25.7185500000,31.0606400000,16.2317350000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
100,SSE Airtricity,Smart Day / Night / Peak - Top Discount + Welcome Bonus,urban,smart,0.3000,12 months,240.977200,42.248400,27.6969000000,33.4499200000,17.4803300000,,,,19.5000,[],125.001200,2025-07-31,,,,
101,SSE Airtricity,Smart Day / Night / Peak - Top Discount + Welcome Bonus,rural,smart,0.3000,12 months,302.485900,42.248400,27.6969000000,33.4499200000,17.4803300000,,,,19.5000,[],125.001200,2025-07-31,,,,
114,SSE Airtricity,Smart Day / Night / Peak - Top Discount + Welcome Bonus,urban dual,smart,0.3000,12 months,240.977200,42.248400,27.6969000000,33.4499200000,17.4803300000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
115,SSE Airtricity,Smart Day / Night / Peak - Top Discount + Welcome Bonus,rural dual,smart,0.3000,12 months,302.485900,42.248400,27.6969000000,33.4499200000,17.4803300000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
54,Energia,Smart Day Night,urban,smart,0.3000,12 months,296.403700,42.248400,27.4985200000,27.4985200000,13.1922700000,,,,20.0000,[],0.000000,2025-08-07,,,,
55,Energia,Smart Day Night,rural,smart,0.3000,12 months,377.063700,42.248400,27.4985200000,27.4985200000,13.1922700000,,,,20.0000,[],0.000000,2025-08-07,,,,
62,Energia,Smart Day Night Dual,urban dual,smart,0.2600,12 months,296.403700,42.248400,29.0698640000,29.0698640000,13.9461140000,,,,20.0000,[],0.000000,2025-08-07,0.2600,141.601900,8.3321780000,1.251320
63,Energia,Smart Day Night Dual,rural dual,smart,0.2600,12 months,377.063700,42.248400,29.0698640000,29.0698640000,13.9461140000,,,,20.0000,[],0.000000,2025-08-07,0.2600,141.601900,8.3321780000,1.251320
24,FloGas,Smart Electricity 30% Discount,urban,smart,0.3000,12 months,237.227600,42.248400,26.2700900000,31.0769900000,20.4789200000,,,,18.5000,[],0.000000,2025-06-10,,,,
25,FloGas,Smart Electricity 30% Discount,rural,smart,0.3000,12 months,289.329600,42.248400,26.2700900000,31.0769900000,20.4789200000,,,,18.5000,[],0.000000,2025-06-10,,,,
104,SSE Airtricity,Smart EV Charge,urban,smart,0.1500,12 months,305.712300,42.248400,37.9401750000,48.7524300000,20.9203700000,8.0790800000,,,19.5000,['ev_2_5'],99.996600,2025-07-31,,,,
105,SSE Airtricity,Smart EV Charge,rural,smart,0.1500,12 months,367.253700,42.248400,37.9401750000,48.7524300000,20.9203700000,8.0790800000,,,19.5000,['ev_2_5'],99.996600,2025-07-31,,,,
118,SSE Airtricity,Smart EV Charge,urban dual,smart,0.1500,12 months,305.712300,42.248400,37.9401750000,48.7524300000,20.9203700000,8.0790800000,,,19.5000,['ev_2_5'],99.996600,2025-07-31,0.1500,152.294800,9.6726600000,1.251320
119,SSE Airtricity,Smart EV Charge,rural dual,smart,0.1500,12 months,367.253700,42.248400,37.9401750000,48.7524300000,20.9203700000,8.0790800000,,,19.5000,['ev_2_5'],99.996600,2025-07-31,0.1500,152.294800,9.6726600000,1.251320
96,SSE Airtricity,Smart Everyday - Fixed Rate,urban,smart,0.0000,12 months,240.977200,42.248400,31.5228000000,31.5228000000,31.5228000000,,,,19.5000,[],0.000000,2025-07-31,,,,
97,SSE Airtricity,Smart Everyday - Fixed Rate,rural,smart,0.0000,12 months,302.485900,42.248400,31.5228000000,31.5228000000,31.5228000000,,,,19.5000,[],0.000000,2025-07-31,,,,
110,SSE Airtricity,Smart Everyday - Fixed Rate,urban dual,smart,0.0000,12 months,240.977200,42.248400,31.5228000000,31.5228000000,31.5228000000,,,,19.5000,[],0.000000,2025-07-31,0.0000,152.294800,9.5920000000,1.251320
111,SSE Airtricity,Smart Everyday - Fixed Rate,rural dual,smart,0.0000,12 months,302.485900,42.248400,31.5228000000,31.5228000000,31.5228000000,,,,19.5000,[],0.000000,2025-07-31,0.0000,152.294800,9.5920000000,1.251320
92,SSE Airtricity,Smart Everyday - Top discount,urban,smart,0.3500,12 months,240.977200,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-07-31,,,,
93,SSE Airtricity,Smart Everyday - Top discount,rural,smart,0.3500,12 months,302.485900,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-07-31,,,,
106,SSE Airtricity,Smart Everyday - Top discount,urban dual,smart,0.3500,12 months,240.977200,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
107,SSE Airtricity,Smart Everyday - Top discount,rural dual,smart,0.3500,12 months,302.485900,42.248400,24.4149100000,24.4149100000,24.4149100000,,,,19.5000,[],0.000000,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
94,SSE Airtricity,Smart Everyday - Top discount + Welcome Bonus,urban,smart,0.3000,12 months,240.977200,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-07-31,,,,
95,SSE Airtricity,Smart Everyday - Top discount + Welcome Bonus,rural,smart,0.3000,12 months,302.485900,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-07-31,,,,
108,SSE Airtricity,Smart Everyday - Top discount + Welcome Bonus,urban dual,smart,0.3000,12 months,240.977200,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
109,SSE Airtricity,Smart Everyday - Top discount + Welcome Bonus,rural dual,smart,0.3000,12 months,302.485900,42.248400,26.2929800000,26.2929800000,26.2929800000,,,,19.5000,[],125.001200,2025-07-31,0.3000,152.294800,7.9657200000,1.251320
2,Bord Gais,Standard Smart Electricity - Free Sat,urban,smart,0.2000,12 months,218.545000,42.248400,30.9908800000,37.8622400000,22.7766400000,,,,18.5000,"['free_sat_9_17', 'no_peak_weekend']",0.000000,2025-04-09,,,,
3,Bord Gais,Standard Smart Electricity - Free Sat,rural,smart,0.2000,12 months,274.342100,42.248400,31.2524800000,38.2808000000,22.9161600000,,,,18.5000,"['free_sat_9_17', 'no_peak_weekend']",0.000000,2025-04-09,,,,
4,Bord Gais,Standard Smart Electricity - Free Sun,urban,smart,0.2000,12 months,218.545000,42.248400,30.9908800000,37.8622400000,22.7766400000,,,,18.5000,"['free_sun_9_17', 'no_peak_weekend']",0.000000,2025-04-09,,,,
5,Bord Gais,Standard Smart Electricity - Free Sun,rural,smart,0.2000,12 months,274.342100,42.248400,31.2524800000,38.2808000000,22.9161600000,,,,18.5000,"['free_sun_9_17', 'no_peak_weekend']",0.000000,2025-04-09,,,,
182,Bord Gais,Standard Smart Electricity Discount,urban,smart,0.3200,12 months,218.545000,42.248400,26.6313160000,32.4200880000,19.6566240000,,,,18.5000,['no_peak_weekend'],0.000000,2025-04-09,,,,
183,Bord Gais,Standard Smart Electricity Discount,rural,smart,0.3200,12 months,274.342100,42.248400,26.8536760000,32.7832760000,19.7752160000,,,,18.5000,['no_peak_weekend'],0.000000,2025-04-09,,,,
72,Yuno,Standard Smart Plan,urban,smart,0.0000,12 months,264.728300,42.248400,37.5069000000,43.1858000000,23.6421000000,,,,15.8900,[],0.000000,2025-05-14,,,,
73,Yuno,Standard Smart Plan,rural,smart,0.0000,12 months,322.258500,42.248400,37.5069000000,43.1858000000,23.6421000000,,,,15.8900,[],0.000000,2025-05-14,,,,
44,Pinergy,Standard Smart Tariff,urban,smart,0.0000,24 months,283.465400,42.248400,37.0273000000,39.6433000000,28.1656000000,,,,25.0000,[],0.000000,2025-08-07,,,,
45,Pinergy,Standard Smart Tariff,rural,smart,0.0000,24 months,283.465400,42.248400,37.0273000000,39.6433000000,28.1656000000,,,,25.0000,[],0.000000,2025-08-07,,,,